Channel,LOB,Country,Requester,CR_Lv4,Evaluado,Supervisor,Tenure,QA_Score,Duration,Week
Live Chat,Delivery,CO,Customer,Online payment failure (under antifraud review),Agent 112,Supervisor 24,Tenure (Mas de 1 año),0.0,986.0,W19
Live Chat,Delivery,CO,Customer,cancel the order,Agent 197,Supervisor 12,Tenure (Mas de 1 año),100.0,63.0,W19
Live Chat,Delivery,MX,Customer,cannot place cash order (under antifraud review),Agent 87,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,509.0,W19
Live Chat,Delivery,MX,Customer,other business line,Agent 180,Supervisor 9,Tenure (De 30 a 90 días),100.0,376.0,W19
Live Chat,Delivery,MX,Customer,payment methods available,Agent 152,Supervisor 11,Tenure (Mas de 1 año),90.0,425.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 99,Supervisor 22,New hire,0.0,2578.0,W19
Live Chat,Delivery,MX,Customer,Damaged order,Agent 138,Supervisor 20,New hire,100.0,508.0,W19
Live Chat,Delivery,PE,Customer,After sales user fraud (under anti fraud review),Agent 139,Supervisor 3,Tenure (De 30 a 90 días),100.0,739.0,W19
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 192,Supervisor 6,Tenure (De 30 a 90 días),100.0,1571.0,W19
Live Chat,Delivery,PE,Customer,Can't choose card as payment method (under antifraud review),Agent 91,Supervisor 3,Tenure (De 6 a 12 Meses),90.0,983.0,W19
Live Chat,Delivery,CO,Customer,Duplicated charge,Agent 127,Supervisor 9,Tenure (De 3 a 6 Meses),100.0,926.0,W19
Live Chat,Delivery,MX,Customer,Issues while paying to courier,Agent 150,Supervisor 6,Tenure (De 30 a 90 días),100.0,61.0,W19
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 62,Supervisor 20,New hire,100.0,1293.0,W19
Live Chat,Delivery,CO,Customer,driver mismatch,Agent 177,Supervisor 20,New hire,100.0,1493.0,W19
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 110,Supervisor 3,Tenure (De 30 a 90 días),100.0,557.0,W19
Live Chat,Delivery,MX,Customer,Bank Card Stolen (under antifraud review),Agent 193,Supervisor 6,Tenure (De 30 a 90 días),90.0,1837.0,W19
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - full service,Agent 94,Supervisor 13,Tenure (De 30 a 90 días),100.0,751.0,W19
Live Chat,Delivery,MX,Customer,access to personal data,Agent 212,Supervisor 11,Tenure (Mas de 1 año),100.0,1416.0,W19
Live Chat,Delivery,CO,Customer,Account Stolen (under antifraud review),Agent 96,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,3070.0,W19
Live Chat,Delivery,PE,Customer,After sales user fraud (under anti fraud review),Agent 100,Supervisor 3,Tenure (De 30 a 90 días),100.0,1572.0,W19
Live Chat,Delivery,CR,Customer,User disagrees with cancellation charge/debt,Agent 213,Supervisor 20,New hire,100.0,1772.0,W19
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 179,Supervisor 15,Tenure (De 6 a 12 Meses),100.0,512.0,W19
Live Chat,Delivery,CO,Customer,cannot place cash order (under antifraud review),Agent 137,Supervisor 13,Tenure (De 30 a 90 días),90.0,407.0,W19
Live Chat,Delivery,MX,Customer,driver or store request to cancel,Agent 101,Supervisor 8,Tenure (De 30 a 90 días),100.0,606.0,W19
Live Chat,Delivery,MX,Customer,order is active but customer already received it,Agent 113,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,679.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 120,Supervisor 20,New hire,100.0,1697.0,W19
Live Chat,Delivery,CO,Customer,cannot place cash order (under antifraud review),Agent 93,Supervisor 8,New hire,100.0,1230.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 79,Supervisor 4,Tenure (De 30 a 90 días),100.0,646.0,W19
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 67,Supervisor 1,Tenure (De 30 a 90 días),90.0,347.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 73,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,245.0,W19
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 74,Supervisor 6,Tenure (De 30 a 90 días),0.0,1473.0,W19
Live Chat,Delivery,MX,Customer,other business line,Agent 200,Supervisor 4,Tenure (De 30 a 90 días),100.0,639.0,W19
Live Chat,Delivery,CO,Customer,Bank Card Stolen (under antifraud review),Agent 129,Supervisor 13,Tenure (De 30 a 90 días),100.0,3448.0,W19
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 117,Supervisor 12,Tenure (De 6 a 12 Meses),100.0,229.0,W19
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 214,Supervisor 15,Tenure (De 30 a 90 días),100.0,211.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 105,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,426.0,W19
Live Chat,Delivery,MX,Customer,Inedible order,Agent 26,Supervisor 13,Tenure (De 6 a 12 Meses),100.0,593.0,W19
Live Chat,Delivery,MX,Customer,store promotions doubts,Agent 135,Supervisor 12,Tenure (Mas de 1 año),0.0,786.0,W19
Live Chat,Delivery,MX,Customer,Inedible order,Agent 26,Supervisor 13,Tenure (De 6 a 12 Meses),100.0,530.0,W19
Live Chat,Delivery,MX,Customer,cannot place cash order (under antifraud review),Agent 185,Supervisor 14,Tenure (De 30 a 90 días),100.0,1582.0,W19
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 157,Supervisor 8,New hire,100.0,648.0,W19
Live Chat,Delivery,CO,Customer,Duplicated charge,Agent 162,Supervisor 8,New hire,100.0,896.0,W19
Live Chat,Delivery,CO,Customer,Can't choose card as payment method (under antifraud review),Agent 208,Supervisor 8,New hire,100.0,1197.0,W19
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 103,Supervisor 9,Tenure (De 3 a 6 Meses),100.0,261.0,W19
Live Chat,Delivery,MX,Customer,cannot place cash order (under antifraud review),Agent 147,Supervisor 7,Tenure (De 6 a 12 Meses),90.0,1640.0,W19
Live Chat,Delivery,CR,Customer,order status & delays,Agent 200,Supervisor 4,Tenure (De 30 a 90 días),100.0,1246.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 115,Supervisor 14,Tenure (De 30 a 90 días),100.0,1529.0,W19
Live Chat,Delivery,MX,Customer,modify order products,Agent 65,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,278.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 83,Supervisor 7,Tenure (De 30 a 90 días),100.0,773.0,W19
Live Chat,Delivery,MX,Customer,Damaged order,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),0.0,490.0,W19
Live Chat,Delivery,CO,Customer,membership program benefits,Agent 132,Supervisor 12,Tenure (Mas de 1 año),100.0,1002.0,W19
Live Chat,Delivery,CO,Customer,apply coupon to pay an order(Non-AF),Agent 150,Supervisor 6,Tenure (De 30 a 90 días),100.0,506.0,W19
Live Chat,Delivery,CO,Customer,inedible order,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,279.0,W19
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 107,Supervisor 1,Tenure (De 30 a 90 días),100.0,0.0,W19
Live Chat,Delivery,MX,Customer,modify phone number,Agent 159,Supervisor 20,New hire,100.0,935.0,W19
Live Chat,Delivery,MX,Customer,order is active but customer already received it,Agent 209,Supervisor 13,Tenure (De 30 a 90 días),100.0,397.0,W19
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 169,Supervisor 4,Tenure (De 30 a 90 días),100.0,1276.0,W19
Live Chat,Delivery,MX,Customer,cannot place cash order (under antifraud review),Agent 131,Supervisor 3,Tenure (De 30 a 90 días),100.0,398.0,W19
Live Chat,Delivery,MX,Customer,delivery verification code,Agent 94,Supervisor 13,Tenure (De 30 a 90 días),100.0,832.0,W19
Live Chat,Delivery,CO,Customer,store registration,Agent 133,Supervisor 13,Tenure (De 30 a 90 días),100.0,363.0,W19
Live Chat,Delivery,MX,Customer,Damaged order,Agent 69,Supervisor 21,Tenure (De 30 a 90 días),100.0,662.0,W19
Live Chat,Delivery,CO,Customer,Incomplete order,Agent 118,Supervisor 1,Tenure (De 30 a 90 días),100.0,785.0,W19
Live Chat,Delivery,CR,Customer,Online payment failure (under antifraud review),Agent 57,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,1815.0,W19
Live Chat,Delivery,MX,Customer,order status & delays,Agent 72,Supervisor 4,Tenure (De 30 a 90 días),100.0,1078.0,W19
Live Chat,Delivery,MX,Customer,order status & delays,Agent 72,Supervisor 4,Tenure (De 30 a 90 días),100.0,1278.0,W19
Live Chat,Delivery,MX,Customer,Bank Card Stolen (under antifraud review),Agent 68,Supervisor 3,Tenure (De 30 a 90 días),100.0,1233.0,W19
Live Chat,Delivery,CR,Customer,cannot place cash order (under antifraud review),Agent 119,Supervisor 9,Tenure (De 30 a 90 días),100.0,616.0,W19
Live Chat,Delivery,CO,Customer,Inedible order,Agent 189,Supervisor 20,New hire,100.0,1528.0,W19
Live Chat,Delivery,CR,Customer,modify order products,Agent 116,Supervisor 3,Tenure (De 30 a 90 días),100.0,159.0,W19
Live Chat,Delivery,MX,Customer,verification fee information,Agent 146,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,1098.0,W19
Live Chat,Delivery,MX,Customer,Damaged order,Agent 68,Supervisor 3,Tenure (De 30 a 90 días),100.0,655.0,W19
Live Chat,Delivery,CO,Customer,delivery verification code,Agent 215,Supervisor 8,New hire,100.0,23.0,W19
Live Chat,Delivery,CO,Customer,payment methods available,Agent 169,Supervisor 4,Tenure (De 30 a 90 días),100.0,498.0,W19
Live Chat,Delivery,MX,Customer,Inedible order,Agent 89,Supervisor 6,Tenure (De 30 a 90 días),100.0,308.0,W19
Live Chat,Delivery,MX,Customer,Account Stolen (under antifraud review),Agent 178,Supervisor 4,Tenure (De 30 a 90 días),100.0,1537.0,W19
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 199,Supervisor 12,Tenure (Mas de 1 año),100.0,159.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 172,Supervisor 4,Tenure (De 30 a 90 días),100.0,1247.0,W19
Live Chat,Delivery,CO,Customer,inedible order,Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,547.0,W19
Live Chat,Delivery,MX,Customer,placing an order information,Agent 117,Supervisor 12,Tenure (De 6 a 12 Meses),100.0,279.0,W19
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 190,Supervisor 8,New hire,100.0,1037.0,W19
Live Chat,Delivery,CO,Customer,Bank Card Stolen (under antifraud review),Agent 122,Supervisor 4,Tenure (De 30 a 90 días),100.0,1082.0,W19
Live Chat,Delivery,CO,Customer,Bank Card Stolen (under antifraud review),Agent 208,Supervisor 8,New hire,100.0,103.0,W19
Live Chat,Delivery,MX,Customer,cannot place cash order (under antifraud review),Agent 183,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,673.0,W19
Live Chat,Delivery,MX,Customer,other business line,Agent 201,Supervisor 25,Tenure (De 6 a 12 Meses),100.0,157.0,W19
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 163,Supervisor 9,Tenure (De 3 a 6 Meses),100.0,399.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 61,Supervisor 3,Tenure (De 30 a 90 días),100.0,225.0,W19
Live Chat,Delivery,MX,Customer,incomplete order,Agent 62,Supervisor 20,New hire,100.0,1118.0,W19
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 195,Supervisor 13,Tenure (De 30 a 90 días),100.0,191.0,W19
Live Chat,Delivery,PE,Customer,Damaged order,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,587.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 75,Supervisor 3,Tenure (De 30 a 90 días),100.0,736.0,W19
Live Chat,Delivery,MX,Customer,order status & delays,Agent 69,Supervisor 21,Tenure (De 30 a 90 días),100.0,341.0,W19
Live Chat,Delivery,CO,Customer,order appears as completed but customer haven't receive it - full service,Agent 59,Supervisor 7,Tenure (De 30 a 90 días),100.0,1228.0,W19
Live Chat,Delivery,CO,Customer,membership program benefits,Agent 205,Supervisor 13,Tenure (De 30 a 90 días),100.0,652.0,W19
Live Chat,Delivery,CO,Customer,rate another user,Agent 124,Supervisor 4,Tenure (De 30 a 90 días),100.0,1251.0,W19
Live Chat,Delivery,MX,Customer,store promotions doubts,Agent 200,Supervisor 4,Tenure (De 30 a 90 días),100.0,1416.0,W19
Live Chat,Delivery,CO,Customer,Damaged order,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,476.0,W19
Live Chat,Delivery,MX,Customer,order is active but customer already received it,Agent 172,Supervisor 4,Tenure (De 30 a 90 días),0.0,780.0,W19
Live Chat,Delivery,MX,Customer,modify phone number,Agent 180,Supervisor 9,Tenure (De 30 a 90 días),100.0,923.0,W19
Live Chat,Delivery,MX,Customer,order status & delays,Agent 89,Supervisor 6,Tenure (De 30 a 90 días),100.0,9.0,W19
Live Chat,Delivery,CO,Customer,wrong order,Agent 116,Supervisor 3,Tenure (De 30 a 90 días),100.0,427.0,W19
Live Chat,Delivery,MX,Customer,cannot use my coupon (under antifraud review),Agent 171,Supervisor 20,New hire,0.0,1104.0,W19
Live Chat,Delivery,MX,Customer,verification fee information,Agent 85,Supervisor 1,Tenure (De 30 a 90 días),100.0,559.0,W19
Live Chat,Delivery,PE,Customer,cannot place cash order (under antifraud review),Agent 109,Supervisor 20,New hire,90.0,1885.0,W19
Live Chat,Delivery,MX,Customer,payment methods available,Agent 57,Supervisor 7,Tenure (De 3 a 6 Meses),0.0,225.0,W19
Live Chat,Delivery,MX,Customer,store promotions doubts,Agent 88,Supervisor 6,Tenure (De 30 a 90 días),100.0,746.0,W19
Live Chat,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 116,Supervisor 3,Tenure (De 30 a 90 días),100.0,503.0,W19
Live Chat,Delivery,MX,Customer,Inedible order,Agent 62,Supervisor 20,New hire,0.0,2286.0,W19
Live Chat,Delivery,MX,Customer,rate another user,Agent 160,Supervisor 8,Tenure (De 30 a 90 días),100.0,920.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 161,Supervisor 13,Tenure (De 3 a 6 Meses),90.0,146.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 147,Supervisor 7,Tenure (De 6 a 12 Meses),100.0,444.0,W19
Live Chat,Delivery,MX,Customer,wrong order,Agent 175,Supervisor 3,Tenure (Mas de 1 año),100.0,496.0,W19
Live Chat,Delivery,CR,Customer,order appears as completed but customer haven't receive it - full service,Agent 189,Supervisor 20,New hire,100.0,5246.0,W19
Live Chat,Delivery,CO,Customer,wrong order,Agent 65,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,296.0,W19
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 182,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,401.0,W19
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 185,Supervisor 14,Tenure (De 30 a 90 días),100.0,996.0,W19
Live Chat,Delivery,MX,Customer,order status & delays,Agent 124,Supervisor 4,Tenure (De 30 a 90 días),100.0,1049.0,W19
Live Chat,Delivery,MX,Customer,apply coupon to pay an order(Non-AF),Agent 103,Supervisor 9,Tenure (De 3 a 6 Meses),100.0,347.0,W19
Live Chat,Delivery,CO,Customer,Duplicated charge,Agent 177,Supervisor 20,New hire,100.0,1738.0,W19
Live Chat,Delivery,CO,Customer,delete account,Agent 190,Supervisor 8,New hire,90.0,1578.0,W19
Live Chat,Delivery,MX,Customer,modify phone number,Agent 114,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,1522.0,W19
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - full service,Agent 216,Supervisor 20,New hire,100.0,1071.0,W19
Live Chat,Delivery,MX,Customer,rate another user,Agent 168,Supervisor 4,Tenure (De 30 a 90 días),100.0,1503.0,W19
Live Chat,Delivery,MX,Customer,refund status and conditions,Agent 210,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,1828.0,W19
Live Chat,Delivery,MX,Customer,order status & delays,Agent 164,Supervisor 4,Tenure (De 30 a 90 días),100.0,1704.0,W19
Live Chat,Delivery,MX,Customer,Bank Card Stolen (under antifraud review),Agent 130,Supervisor 8,New hire,100.0,295.0,W19
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 112,Supervisor 24,Tenure (Mas de 1 año),100.0,2737.0,W19
Live Chat,Delivery,CR,Customer,Incomplete order,Agent 111,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,2232.0,W19
Live Chat,Delivery,MX,Customer,Inedible order,Agent 121,Supervisor 3,Tenure (De 30 a 90 días),100.0,724.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 88,Supervisor 6,Tenure (De 30 a 90 días),100.0,816.0,W19
Live Chat,Delivery,MX,Customer,order status & delays,Agent 98,Supervisor 8,Tenure (De 30 a 90 días),100.0,166.0,W19
Live Chat,Delivery,MX,Customer,wrong order,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,655.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 79,Supervisor 4,Tenure (De 30 a 90 días),100.0,422.0,W19
Live Chat,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 110,Supervisor 3,Tenure (De 30 a 90 días),100.0,1307.0,W19
Live Chat,Delivery,CO,Customer,order is active but customer already received it,Agent 164,Supervisor 4,Tenure (De 30 a 90 días),100.0,426.0,W19
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - full service,Agent 61,Supervisor 3,Tenure (De 30 a 90 días),100.0,1237.0,W19
Live Chat,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 213,Supervisor 20,New hire,100.0,1405.0,W19
Live Chat,Delivery,MX,Customer,food poisoning,Agent 119,Supervisor 9,Tenure (De 30 a 90 días),100.0,746.0,W19
Live Chat,Delivery,MX,Customer,refund status and conditions,Agent 179,Supervisor 15,Tenure (De 6 a 12 Meses),100.0,729.0,W19
Live Chat,Delivery,CO,Customer,Incomplete order,Agent 62,Supervisor 20,New hire,100.0,1135.0,W19
Live Chat,Delivery,MX,Customer,Damaged order,Agent 172,Supervisor 4,Tenure (De 30 a 90 días),100.0,785.0,W19
Live Chat,Delivery,CO,Customer,order appears as completed but customer haven't receive it - full service,Agent 83,Supervisor 7,Tenure (De 30 a 90 días),100.0,713.0,W19
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 182,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,897.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 170,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,556.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 144,Supervisor 13,Tenure (De 6 a 12 Meses),100.0,57.0,W20
Phone,Delivery,CO,Customer,User disagrees with cancellation charge/debt,Agent 217,Supervisor 12,Tenure (Mas de 1 año),90.0,87.0,W20
Phone,Delivery,MX,Customer,Apply coupon to pay an order(non-af),Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,53.0,W20
Phone,Delivery,MX,Customer,Cancel the order,Agent 18,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,62.0,W20
Phone,Delivery,MX,Customer,Damaged order,Agent 218,Supervisor 10,Tenure (De 30 a 90 días),90.0,8.0,W20
Phone,Delivery,CO,Customer,Cancel the order,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,105.0,W20
Phone,Delivery,MX,Customer,Membership program renewal charge,Agent 35,Supervisor 1,Tenure (De 6 a 12 Meses),90.0,8.0,W20
Phone,Delivery,MX,Customer,Membership program benefits,Agent 219,Supervisor 4,Tenure (De 3 a 6 Meses),100.0,165.0,W20
Phone,Delivery,MX,Customer,Wrong order,Agent 18,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,94.0,W20
Phone,Delivery,MX,Customer,Driver mismatch,Agent 27,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,8.0,W20
Phone,Delivery,MX,Customer,Cannot share my referral promocode (under antifraud review),Agent 220,Supervisor 12,Tenure (Mas de 1 año),100.0,61.0,W20
Phone,Delivery,CO,Customer,Refund status and conditions,Agent 51,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,96.0,W20
Phone,Delivery,CO,Customer,Cancel the order,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,43.0,W20
Phone,Delivery,MX,Customer,Damaged order,Agent 1,Supervisor 1,Tenure (De 3 a 6 Meses),90.0,50.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 19,Supervisor 7,Tenure (De 6 a 12 Meses),0.0,63.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 45,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,85.0,W20
Phone,Delivery,MX,Customer,Damaged order,Agent 218,Supervisor 10,Tenure (De 30 a 90 días),90.0,8.0,W20
Phone,Delivery,CO,Customer,Cancel the order,Agent 27,Supervisor 7,Tenure (De 3 a 6 Meses),0.0,66.0,W20
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 14,Supervisor 11,Tenure (Mas de 1 año),100.0,124.0,W20
Phone,Delivery,CR,Customer,Duplicated charge,Agent 113,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,143.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 221,Supervisor 11,Tenure (Mas de 1 año),0.0,83.0,W20
Phone,Delivery,CO,Customer,Cancel the order,Agent 55,Supervisor 11,Tenure (De 6 a 12 Meses),100.0,61.0,W20
Phone,Delivery,CO,Customer,User disagrees with cancellation charge/debt-groceries,Agent 46,Supervisor 15,Tenure (De 6 a 12 Meses),100.0,62.0,W20
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 32,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,63.0,W20
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 44,Supervisor 7,Tenure (De 30 a 90 días),100.0,75.0,W20
Phone,Delivery,CO,Customer,Invalid contact,Agent 28,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,20.0,W20
Phone,Delivery,MX,Customer,Wrong order,Agent 222,Supervisor 25,Tenure (De 6 a 12 Meses),90.0,62.0,W20
Phone,Delivery,MX,Customer,Other business line,Agent 31,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,109.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 20,Supervisor 10,Tenure (De 30 a 90 días),90.0,8.0,W20
Phone,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 166,Supervisor 11,Tenure (Mas de 1 año),100.0,108.0,W20
Phone,Delivery,MX,Customer,Cancel the order,Agent 33,Supervisor 14,Tenure (De 30 a 90 días),100.0,64.0,W20
Phone,Delivery,CO,Customer,User don't want the order anymore,Agent 23,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,68.0,W20
Phone,Delivery,MX,Customer,Issues while paying to courier,Agent 135,Supervisor 12,Tenure (Mas de 1 año),0.0,65.0,W20
Phone,Delivery,CO,Customer,User disagrees with cancellation charge/debt,Agent 47,Supervisor 16,Tenure (De 30 a 90 días),90.0,102.0,W20
Phone,Delivery,CO,Customer,Cancel the order,Agent 223,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,40.0,W20
Phone,Delivery,CO,Customer,User don't want the order anymore,Agent 23,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,98.0,W20
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 47,Supervisor 16,Tenure (De 30 a 90 días),90.0,76.0,W20
Phone,Delivery,CO,Customer,Order appears as completed but customer haven't receive it - full service,Agent 224,Supervisor 24,Tenure (Mas de 1 año),100.0,40.0,W20
Phone,Delivery,CO,Customer,Wrong order,Agent 33,Supervisor 14,Tenure (De 30 a 90 días),90.0,59.0,W20
Phone,Delivery,PE,Customer,Wrong order,Agent 132,Supervisor 12,Tenure (Mas de 1 año),100.0,72.0,W20
Phone,Delivery,CO,Customer,Invalid contact,Agent 225,Supervisor 14,Tenure (De 30 a 90 días),100.0,63.0,W20
Phone,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 86,Supervisor 23,Tenure (Mas de 1 año),90.0,67.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 35,Supervisor 1,Tenure (De 6 a 12 Meses),100.0,69.0,W20
Phone,Delivery,CO,Customer,Cancel the order,Agent 23,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,75.0,W20
Phone,Delivery,MX,Customer,Damaged order,Agent 226,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,163.0,W20
Phone,Delivery,MX,Customer,Damaged order,Agent 24,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,83.0,W20
Phone,Delivery,MX,Customer,Cancel the order,Agent 33,Supervisor 14,Tenure (De 30 a 90 días),90.0,64.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 227,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,75.0,W20
Phone,Delivery,CR,Customer,Damaged order,Agent 144,Supervisor 13,Tenure (De 6 a 12 Meses),100.0,100.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - market place,Agent 54,Supervisor 9,Tenure (De 3 a 6 Meses),90.0,79.0,W20
Phone,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 33,Supervisor 14,Tenure (De 30 a 90 días),90.0,49.0,W20
Phone,Delivery,CO,Customer,Damaged order,Agent 12,Supervisor 7,Tenure (De 3 a 6 Meses),90.0,114.0,W20
Phone,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 53,Supervisor 1,Tenure (De 3 a 6 Meses),100.0,60.0,W20
Phone,Delivery,CO,Customer,Invalid contact,Agent 126,Supervisor 19,Tenure (De 30 a 90 días),100.0,47.0,W20
Phone,Delivery,MX,Customer,Wrong order,Agent 225,Supervisor 14,Tenure (De 30 a 90 días),0.0,82.0,W20
Phone,Delivery,CO,Customer,User disagrees with cancellation charge/debt,Agent 44,Supervisor 7,Tenure (De 30 a 90 días),100.0,56.0,W20
Phone,Delivery,MX,Customer,User don't want the order anymore,Agent 223,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,114.0,W20
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 91,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,68.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - market place,Agent 6,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,99.0,W20
Phone,Delivery,CR,Customer,Invalid contact,Agent 33,Supervisor 14,Tenure (De 30 a 90 días),100.0,43.0,W20
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 17,Supervisor 1,Tenure (De 6 a 12 Meses),90.0,56.0,W20
Phone,Delivery,MX,Customer,Damaged order,Agent 9,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,70.0,W20
Phone,Delivery,MX,Customer,Cancel the order,Agent 53,Supervisor 1,Tenure (De 3 a 6 Meses),100.0,75.0,W20
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 90,Supervisor 12,Tenure (Mas de 1 año),100.0,135.0,W20
