Channel,LOB,Country,Requester,CR_Lv4,Evaluado,Supervisor,Tenure,QA_Score,Duration,Week
Phone,Delivery,CO,Customer,Payment methods available,Agent 1,Supervisor 1,Tenure (De 3 a 6 Meses),100.0,126.0,W19
Phone,Delivery,MX,Customer,Courier picked up order incorrectly,Agent 2,Supervisor 2,New hire,0.0,101.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 3,Supervisor 3,Tenure (De 3 a 6 Meses),90.0,66.0,W19
Phone,Delivery,CO,Customer,User disagrees with cancellation charge/debt,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,68.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 5,Supervisor 5,Tenure (De 6 a 12 Meses),90.0,40.0,W19
Phone,Delivery,MX,Customer,Placing an order information,Agent 6,Supervisor 6,Tenure (De 6 a 12 Meses),90.0,51.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 7,Supervisor 7,Tenure (De 6 a 12 Meses),100.0,63.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 8,Supervisor 8,Tenure (De 30 a 90 días),100.0,39.0,W19
Phone,Delivery,MX,Customer,Other business line,Agent 9,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,64.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,111.0,W19
Phone,Delivery,MX,Customer,Rate another user,Agent 11,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,8.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 12,Supervisor 7,Tenure (De 3 a 6 Meses),90.0,58.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 13,Supervisor 10,Tenure (De 30 a 90 días),100.0,62.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 14,Supervisor 11,Tenure (Mas de 1 año),100.0,79.0,W19
Phone,Delivery,MX,Customer,Membership program renewal charge,Agent 15,Supervisor 12,Tenure (Mas de 1 año),90.0,77.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 16,Supervisor 10,Tenure (De 30 a 90 días),90.0,8.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 17,Supervisor 1,Tenure (De 6 a 12 Meses),100.0,68.0,W19
Phone,Delivery,MX,Customer,Store refuses to deliver,Agent 18,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,61.0,W19
Phone,Delivery,MX,Customer,Order is active but customer already received it,Agent 19,Supervisor 7,Tenure (De 6 a 12 Meses),100.0,76.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),0.0,56.0,W19
Phone,Delivery,MX,Customer,Courier overcharged me,Agent 20,Supervisor 10,Tenure (De 30 a 90 días),90.0,58.0,W19
Phone,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 21,Supervisor 9,Tenure (De 6 a 12 Meses),0.0,81.0,W19
Phone,Delivery,MX,Customer,Invalid contact,Agent 22,Supervisor 11,Tenure (Mas de 1 año),0.0,68.0,W19
Phone,Delivery,MX,Customer,Membership program renewal charge,Agent 23,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,72.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 18,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,64.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 24,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,68.0,W19
Phone,Delivery,CO,Customer,User disagrees with cancellation charge/debt,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,55.0,W19
Phone,Delivery,CR,Customer,Robbery,Agent 25,Supervisor 9,Tenure (De 3 a 6 Meses),90.0,57.0,W19
Phone,Delivery,MX,Customer,Order is active but customer already received it,Agent 26,Supervisor 13,Tenure (De 6 a 12 Meses),0.0,76.0,W19
Phone,Delivery,CO,Customer,Order appears as completed but customer haven't receive it - full service,Agent 9,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,87.0,W19
Phone,Delivery,CO,Customer,Account stolen (under antifraud review),Agent 27,Supervisor 7,Tenure (De 3 a 6 Meses),90.0,12.0,W19
Phone,Delivery,CO,Customer,Other business line,Agent 9,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,58.0,W19
Phone,Delivery,MX,Customer,Terms and conditions,Agent 28,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,62.0,W19
Phone,Delivery,MX,Customer,Courier overcharged me,Agent 29,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,57.0,W19
Phone,Delivery,CO,Customer,Cannot place cash order (under antifraud review),Agent 30,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,11.0,W19
Phone,Delivery,CO,Customer,Refund status and conditions doubts,Agent 31,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,30.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 17,Supervisor 1,Tenure (De 6 a 12 Meses),90.0,86.0,W19
Phone,Delivery,MX,Customer,Courier overcharged me,Agent 28,Supervisor 9,Tenure (De 6 a 12 Meses),0.0,133.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 18,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,64.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 1,Supervisor 1,Tenure (De 3 a 6 Meses),90.0,59.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,42.0,W19
Phone,Delivery,CR,Customer,Order appears as completed but customer haven't receive it - full service,Agent 32,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,56.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 5,Supervisor 5,Tenure (De 6 a 12 Meses),90.0,64.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 23,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,9.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 11,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,67.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 33,Supervisor 14,Tenure (De 30 a 90 días),0.0,70.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 34,Supervisor 11,Tenure (De 6 a 12 Meses),100.0,77.0,W19
Phone,Delivery,CR,Customer,Cancel the order,Agent 35,Supervisor 1,Tenure (De 3 a 6 Meses),100.0,40.0,W19
Phone,Delivery,MX,Customer,Invalid contact,Agent 19,Supervisor 7,Tenure (De 6 a 12 Meses),100.0,71.0,W19
Phone,Delivery,MX,Customer,Rate another user,Agent 36,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,62.0,W19
Phone,Delivery,MX,Customer,Wrong order,Agent 37,Supervisor 14,Tenure (De 30 a 90 días),90.0,85.0,W19
Phone,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),80.0,82.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 38,Supervisor 11,Tenure (Mas de 1 año),100.0,86.0,W19
Phone,Delivery,CO,Customer,Order appears as completed but customer haven't receive it - full service,Agent 39,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,78.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 5,Supervisor 5,Tenure (De 6 a 12 Meses),100.0,83.0,W19
Phone,Delivery,CO,Customer,User disagrees with cancellation charge/debt,Agent 24,Supervisor 3,Tenure (De 3 a 6 Meses),90.0,78.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 5,Supervisor 5,Tenure (De 6 a 12 Meses),100.0,75.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,87.0,W19
Phone,Delivery,MX,Customer,Order is active but customer already received it,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),0.0,61.0,W19
Phone,Delivery,CO,Customer,Invalid contact,Agent 40,Supervisor 1,Tenure (De 6 a 12 Meses),100.0,48.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 41,Supervisor 10,Tenure (De 30 a 90 días),100.0,8.0,W19
Phone,Delivery,MX,Customer,Membership program renewal charge,Agent 5,Supervisor 5,Tenure (De 6 a 12 Meses),90.0,119.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 23,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,69.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 12,Supervisor 7,Tenure (De 3 a 6 Meses),90.0,72.0,W19
Phone,Delivery,CO,Customer,Cannot place cash order (under antifraud review),Agent 42,Supervisor 14,Tenure (De 30 a 90 días),90.0,18.0,W19
Phone,Delivery,MX,Customer,Order is active but customer already received it,Agent 43,Supervisor 12,Tenure (Mas de 1 año),100.0,66.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,45.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,64.0,W19
Phone,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,65.0,W19
Phone,Delivery,CR,Customer,Courier overcharged me,Agent 44,Supervisor 7,Tenure (De 30 a 90 días),0.0,56.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 29,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,58.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),80.0,68.0,W19
Phone,Delivery,CO,Customer,Duplicated charge,Agent 26,Supervisor 13,Tenure (De 6 a 12 Meses),0.0,39.0,W19
Phone,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 21,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,6.0,W19
Phone,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 18,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,236.0,W19
Phone,Delivery,CO,Customer,Order appears as completed but customer haven't receive it - full service,Agent 1,Supervisor 1,Tenure (De 3 a 6 Meses),0.0,64.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,63.0,W19
Phone,Delivery,MX,Customer,Refund status and conditions,Agent 31,Supervisor 4,Tenure (De 6 a 12 Meses),0.0,63.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 27,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,100.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 45,Supervisor 9,Tenure (De 6 a 12 Meses),0.0,65.0,W19
Phone,Delivery,MX,Customer,Courier overcharged me,Agent 33,Supervisor 14,Tenure (De 30 a 90 días),100.0,39.0,W19
Phone,Delivery,CO,Customer,Invalid contact,Agent 45,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,105.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - market place,Agent 46,Supervisor 15,Tenure (De 6 a 12 Meses),0.0,60.0,W19
Phone,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 47,Supervisor 16,Tenure (De 30 a 90 días),100.0,166.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 12,Supervisor 7,Tenure (De 3 a 6 Meses),80.0,70.0,W19
Phone,Delivery,MX,Customer,Invalid contact,Agent 48,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,68.0,W19
Phone,Delivery,MX,Customer,Other business line,Agent 43,Supervisor 12,Tenure (Mas de 1 año),100.0,108.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 13,Supervisor 10,Tenure (De 30 a 90 días),100.0,57.0,W19
Phone,Delivery,CO,Customer,Incomplete order,Agent 25,Supervisor 9,Tenure (De 3 a 6 Meses),0.0,125.0,W19
Phone,Delivery,CO,Customer,Order appears as completed but customer haven't receive it - full service,Agent 44,Supervisor 7,Tenure (De 30 a 90 días),100.0,18.0,W19
Phone,Delivery,MX,Customer,Invalid contact,Agent 16,Supervisor 10,Tenure (De 30 a 90 días),90.0,8.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 23,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,73.0,W19
Phone,Delivery,MX,Customer,Invalid contact,Agent 19,Supervisor 7,Tenure (De 6 a 12 Meses),100.0,107.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 8,Supervisor 8,Tenure (De 30 a 90 días),90.0,50.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 49,Supervisor 17,Tenure (De 30 a 90 días),90.0,152.0,W19
Phone,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,105.0,W19
Phone,Delivery,MX,Customer,User disagrees with cancellation charge/debt,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),0.0,66.0,W19
Phone,Delivery,CO,Customer,Bank card stolen (under antifraud review),Agent 11,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,21.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,102.0,W19
Phone,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 50,Supervisor 7,Tenure (De 6 a 12 Meses),90.0,63.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 13,Supervisor 10,Tenure (De 30 a 90 días),100.0,92.0,W19
Phone,Delivery,MX,Customer,Driver mismatch,Agent 17,Supervisor 1,Tenure (De 6 a 12 Meses),90.0,80.0,W19
Phone,Delivery,CO,Customer,Driver mismatch,Agent 35,Supervisor 1,Tenure (De 3 a 6 Meses),90.0,88.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 18,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,60.0,W19
Phone,Delivery,MX,Customer,Apply coupon to pay an order(non-af),Agent 51,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,49.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 1,Supervisor 1,Tenure (De 3 a 6 Meses),100.0,66.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 10,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,74.0,W19
Phone,Delivery,CO,Customer,Duplicated charge,Agent 6,Supervisor 6,Tenure (De 6 a 12 Meses),80.0,24.0,W19
Phone,Delivery,CO,Customer,Service not available in my area,Agent 52,Supervisor 18,New hire,90.0,59.0,W19
Phone,Delivery,CO,Customer,Order appears as completed but customer haven't receive it - full service,Agent 42,Supervisor 14,Tenure (De 30 a 90 días),90.0,58.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 47,Supervisor 16,Tenure (De 30 a 90 días),0.0,61.0,W19
Phone,Delivery,CR,Customer,Referral coupon information,Agent 53,Supervisor 1,Tenure (De 3 a 6 Meses),0.0,100.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 48,Supervisor 9,Tenure (De 6 a 12 Meses),90.0,111.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 31,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,61.0,W19
Phone,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 35,Supervisor 1,Tenure (De 3 a 6 Meses),90.0,5.0,W19
Phone,Delivery,MX,Customer,Cancel the order,Agent 35,Supervisor 1,Tenure (De 3 a 6 Meses),100.0,99.0,W19
Phone,Delivery,CO,Customer,Order appears as completed but customer haven't receive it - full service,Agent 23,Supervisor 9,Tenure (De 6 a 12 Meses),100.0,61.0,W19
Phone,Delivery,CO,Customer,Duplicated charge,Agent 54,Supervisor 9,Tenure (De 3 a 6 Meses),90.0,46.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 55,Supervisor 11,Tenure (De 6 a 12 Meses),90.0,63.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 12,Supervisor 7,Tenure (De 3 a 6 Meses),70.0,91.0,W19
Phone,Delivery,CO,Customer,Invalid contact,Agent 54,Supervisor 9,Tenure (De 3 a 6 Meses),90.0,57.0,W19
Phone,Delivery,MX,Customer,Order appears as completed but customer haven't receive it - full service,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),90.0,62.0,W19
Phone,Delivery,CO,Customer,Cancel the order,Agent 4,Supervisor 4,Tenure (De 6 a 12 Meses),100.0,36.0,W19
Live Chat,Delivery,MX,Customer,order is active but customer already received it,Agent 56,Supervisor 6,Tenure (De 30 a 90 días),100.0,342.0,W19
Live Chat,Delivery,MX,Customer,membership program benefits,Agent 57,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,925.0,W19
Live Chat,Delivery,MX,Customer,membership program benefits,Agent 58,Supervisor 8,New hire,100.0,1131.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 59,Supervisor 7,Tenure (De 30 a 90 días),100.0,1471.0,W19
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 60,Supervisor 19,Tenure (De 30 a 90 días),100.0,1172.0,W19
Live Chat,Delivery,MX,Customer,settle a pending offline payment,Agent 61,Supervisor 3,Tenure (De 30 a 90 días),100.0,987.0,W19
Live Chat,Delivery,MX,Customer,wrong order,Agent 62,Supervisor 20,New hire,100.0,420.0,W19
Live Chat,Delivery,MX,Customer,Issues while paying to courier,Agent 63,Supervisor 8,New hire,90.0,616.0,W19
Live Chat,Delivery,CO,Customer,apply coupon to pay an order(Non-AF),Agent 64,Supervisor 1,Tenure (De 30 a 90 días),100.0,447.0,W19
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 65,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,530.0,W19
Live Chat,Delivery,MX,Customer,Inedible order,Agent 66,Supervisor 4,Tenure (De 30 a 90 días),100.0,789.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 65,Supervisor 7,Tenure (De 3 a 6 Meses),90.0,667.0,W19
Live Chat,Delivery,CO,Customer,Issues while paying to courier,Agent 67,Supervisor 1,Tenure (De 30 a 90 días),90.0,574.0,W19
Live Chat,Delivery,CR,Customer,wrong order,Agent 68,Supervisor 3,Tenure (De 30 a 90 días),100.0,618.0,W19
Live Chat,Delivery,PE,Customer,Inedible order,Agent 69,Supervisor 21,Tenure (De 30 a 90 días),100.0,637.0,W19
Live Chat,Delivery,MX,Customer,placing an order information,Agent 70,Supervisor 7,Tenure (De 6 a 12 Meses),100.0,220.0,W19
Live Chat,Delivery,CO,Customer,rate another user,Agent 71,Supervisor 4,Tenure (De 30 a 90 días),100.0,892.0,W19
Live Chat,Delivery,MX,Customer,manage preparation instructions,Agent 13,Supervisor 10,Tenure (De 30 a 90 días),100.0,246.0,W19
Live Chat,Delivery,MX,Customer,wrong order,Agent 62,Supervisor 20,New hire,100.0,664.0,W19
Live Chat,Delivery,MX,Customer,Inedible order,Agent 72,Supervisor 4,Tenure (De 30 a 90 días),100.0,547.0,W19
Live Chat,Delivery,CR,Customer,cannot place cash order (under antifraud review),Agent 73,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,1217.0,W19
Live Chat,Delivery,CR,Customer,membership program benefits,Agent 74,Supervisor 6,Tenure (De 30 a 90 días),100.0,1089.0,W19
Live Chat,Delivery,CO,Customer,membership program renewal charge,Agent 75,Supervisor 3,Tenure (De 30 a 90 días),100.0,344.0,W19
Live Chat,Delivery,MX,Customer,modify payment method,Agent 67,Supervisor 1,Tenure (De 30 a 90 días),100.0,463.0,W19
Live Chat,Delivery,MX,Customer,membership program renewal charge,Agent 59,Supervisor 7,Tenure (De 30 a 90 días),100.0,594.0,W19
Live Chat,Delivery,CO,Customer,Bank Card Stolen (under antifraud review),Agent 58,Supervisor 8,New hire,100.0,747.0,W19
Live Chat,Delivery,MX,Customer,cannot place cash order (under antifraud review),Agent 76,Supervisor 4,Tenure (De 30 a 90 días),100.0,1031.0,W19
Live Chat,Delivery,MX,Customer,driver mismatch,Agent 77,Supervisor 13,Tenure (De 30 a 90 días),100.0,534.0,W19
Live Chat,Delivery,MX,Customer,inedible order,Agent 78,Supervisor 22,New hire,100.0,913.0,W19
Live Chat,Delivery,CO,Customer,cancel the order,Agent 79,Supervisor 4,Tenure (De 30 a 90 días),90.0,582.0,W19
Live Chat,Delivery,MX,Customer,Inedible order,Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,773.0,W19
Live Chat,Delivery,MX,Customer,modify phone number,Agent 24,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,526.0,W19
Live Chat,Delivery,CO,Customer,order is active but customer already received it,Agent 81,Supervisor 7,Tenure (De 30 a 90 días),100.0,159.0,W19
Live Chat,Delivery,CR,Customer,delivery verification code,Agent 82,Supervisor 11,Tenure (Mas de 1 año),100.0,856.0,W19
Live Chat,Delivery,MX,Customer,modify order products,Agent 83,Supervisor 7,Tenure (De 30 a 90 días),100.0,135.0,W19
Live Chat,Delivery,CO,Customer,Duplicated charge,Agent 84,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,914.0,W19
Live Chat,Delivery,CO,Customer,cannot use my coupon (under antifraud review),Agent 85,Supervisor 1,Tenure (De 30 a 90 días),100.0,853.0,W19
Live Chat,Delivery,CO,Customer,order is active but customer already received it,Agent 86,Supervisor 23,Tenure (Mas de 1 año),100.0,184.0,W19
Live Chat,Delivery,MX,Customer,Driver or store request to cancel,Agent 87,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,268.0,W19
Live Chat,Delivery,CO,Customer,cannot place cash order (under antifraud review),Agent 88,Supervisor 6,Tenure (De 30 a 90 días),100.0,424.0,W19
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 89,Supervisor 6,Tenure (De 30 a 90 días),100.0,595.0,W19
Live Chat,Delivery,CO,Customer,didi pay balance & top up,Agent 90,Supervisor 12,Tenure (Mas de 1 año),100.0,107.0,W19
Live Chat,Delivery,CR,Customer,membership program renewal charge,Agent 91,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,722.0,W19
Live Chat,Delivery,CO,Customer,Inedible order,Agent 92,Supervisor 3,Tenure (De 30 a 90 días),100.0,942.0,W19
Live Chat,Delivery,MX,Customer,Issues while paying to courier,Agent 63,Supervisor 8,New hire,90.0,596.0,W19
Live Chat,Delivery,CO,Customer,delete account,Agent 64,Supervisor 1,Tenure (De 30 a 90 días),100.0,385.0,W19
Live Chat,Delivery,MX,Customer,access to personal data,Agent 93,Supervisor 8,New hire,100.0,755.0,W19
Live Chat,Delivery,CO,Customer,terms and conditions,Agent 94,Supervisor 13,Tenure (De 30 a 90 días),100.0,968.0,W19
Live Chat,Delivery,MX,Customer,Courier overcharged me,Agent 95,Supervisor 4,Tenure (De 30 a 90 días),100.0,370.0,W19
Live Chat,Delivery,CO,Customer,After sales user fraud (under anti fraud review),Agent 96,Supervisor 6,Tenure (De 3 a 6 Meses),100.0,726.0,W19
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - groceries,Agent 97,Supervisor 16,Tenure (De 30 a 90 días),100.0,1077.0,W19
Live Chat,Delivery,MX,Customer,placing an order information,Agent 74,Supervisor 6,Tenure (De 30 a 90 días),100.0,527.0,W19
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 98,Supervisor 8,Tenure (De 30 a 90 días),100.0,291.0,W19
Live Chat,Delivery,PE,Customer,modify order products,Agent 69,Supervisor 21,Tenure (De 30 a 90 días),100.0,516.0,W19
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 75,Supervisor 3,Tenure (De 30 a 90 días),90.0,172.0,W19
Live Chat,Delivery,CO,Customer,order is active but customer already received it,Agent 69,Supervisor 21,Tenure (De 30 a 90 días),100.0,399.0,W19
Live Chat,Delivery,MX,Customer,order status & delays,Agent 61,Supervisor 3,Tenure (De 30 a 90 días),100.0,159.0,W19
Live Chat,Delivery,CO,Customer,Incomplete order,Agent 89,Supervisor 6,Tenure (De 30 a 90 días),100.0,486.0,W19
Live Chat,Delivery,MX,Customer,After sales user fraud (under anti fraud review),Agent 99,Supervisor 22,New hire,100.0,351.0,W19
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 100,Supervisor 3,Tenure (De 30 a 90 días),90.0,458.0,W19
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - full service,Agent 101,Supervisor 8,Tenure (De 30 a 90 días),100.0,13.0,W19
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - full service,Agent 102,Supervisor 20,New hire,100.0,159.0,W19
Live Chat,Delivery,MX,Customer,modify phone number,Agent 103,Supervisor 9,Tenure (De 3 a 6 Meses),100.0,0.0,W19
Live Chat,Delivery,MX,Customer,Online payment failure (under antifraud review),Agent 104,Supervisor 13,Tenure (De 3 a 6 Meses),90.0,493.0,W19
Live Chat,Delivery,MX,Customer,Bank Card Stolen (under antifraud review),Agent 105,Supervisor 6,Tenure (De 6 a 12 Meses),100.0,408.0,W19
Live Chat,Delivery,MX,Customer,Can't choose card as payment method (under antifraud review),Agent 106,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,1697.0,W19
Live Chat,Delivery,MX,Customer,Duplicated charge,Agent 107,Supervisor 1,Tenure (De 30 a 90 días),80.0,463.0,W19
Live Chat,Delivery,MX,Customer,didi pay balance & top up,Agent 108,Supervisor 12,Tenure (Mas de 1 año),100.0,1412.0,W19
Live Chat,Delivery,CO,Customer,store promotions doubts,Agent 73,Supervisor 7,Tenure (De 3 a 6 Meses),100.0,975.0,W19
Live Chat,Delivery,MX,Customer,Bank Card Stolen (under antifraud review),Agent 80,Supervisor 3,Tenure (De 30 a 90 días),100.0,857.0,W19
Live Chat,Delivery,CO,Customer,placing an order information,Agent 108,Supervisor 12,Tenure (Mas de 1 año),100.0,1124.0,W19
Live Chat,Delivery,CO,Customer,cannot place cash order (under antifraud review),Agent 109,Supervisor 20,New hire,100.0,2008.0,W19
Live Chat,Delivery,CO,Customer,inedible order,Agent 64,Supervisor 1,Tenure (De 30 a 90 días),100.0,1196.0,W19
Live Chat,Delivery,MX,Customer,order appears as completed but customer haven't receive it - full service,Agent 72,Supervisor 4,Tenure (De 30 a 90 días),100.0,613.0,W19
Live Chat,Delivery,MX,Customer,wrong order,Agent 110,Supervisor 3,Tenure (De 30 a 90 días),100.0,1297.0,W19
Live Chat,Delivery,MX,Customer,wrong order,Agent 111,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,956.0,W19
Live Chat,Delivery,MX,Customer,Bank Card Stolen (under antifraud review),Agent 112,Supervisor 24,Tenure (Mas de 1 año),0.0,596.0,W19
Live Chat,Delivery,MX,Customer,drug possession,Agent 113,Supervisor 3,Tenure (De 6 a 12 Meses),100.0,837.0,W19
Live Chat,Delivery,MX,Customer,Incomplete order,Agent 114,Supervisor 3,Tenure (De 3 a 6 Meses),100.0,1098.0,W19
Live Chat,Delivery,MX,Customer,Damaged order,Agent 98,Supervisor 8,Tenure (De 30 a 90 días),100.0,447.0,W19
Live Chat,Delivery,CO,Customer,order status & delays,Agent 115,Supervisor 14,Tenure (De 30 a 90 días),100.0,987.0,W19
Live Chat,Delivery,CO,Customer,order appears as completed but customer haven't receive it - full service,Agent 116,Supervisor 3,Tenure (De 30 a 90 días),100.0,1105.0,W19
